Scenario #1:
12 2
12 7
12 29
13 22
13 33
Scenario #119:
1 0
1 4
1 16
2 15
2 22
2 29
2 45
3 14
3 19
3 26
3 33
3 47
4 3
4 24
4 25
4 27
4 34
4 37
4 43
5 8
5 12
5 17
5 28
5 31
5 41
5 42
5 44
6 9
6 10
6 11
6 20
6 23
6 35
6 46
7 13
7 32
7 40
8 1
8 21
9 7
9 18
9 39
10 30
10 36
11 5
12 2
13 6
13 38
Scenario #120:
1 8
1 21
1 22
1 25
2 11
2 12
2 24
3 1
3 3
3 6
3 14
3 23
4 4
4 15
4 17
5 2
5 5
5 7
5 20
6 9
6 13
6 26
7 0
7 18
7 19
8 10
8 16
Scenario #121:
1 4
1 5
1 10
1 17
2 20
2 22
2 28
3 1
3 6
3 9
3 18
4 2
4 27
5 13
5 14
5 31
6 0
6 7
6 24
7 25
7 26
8 3
8 12
8 29
9 15
9 16
9 19
9 23
9 30
10 8
10 11
10 21
Scenario #122:
1 11
1 22
2 8
2 28
2 37
3 3
3 10
3 20
3 27
3 38
4 4
4 26
4 30
4 40
5 1
5 12
5 23
5 29
6 2
6 7
6 34
6 39
7 13
7 16
7 19
7 21
7 36
8 14
8 18
9 0
9 9
9 32
10 5
10 15
10 17
10 33
10 35
11 6
11 25
11 41
12 24
12 31
Scenario #123:
1 1
1 14
2 8
2 12
2 13
3 9
3 18
4 0
4 2
4 20
5 3
5 5
5 10
5 15
5 16
5 17
6 4
6 7
7 6
8 11
8 19
Scenario #124:
1 1
1 2
1 24
2 3
2 25
3 8
3 23
3 34
4 10
4 12
4 15
4 33
5 6
5 7
5 17
6 4
6 16
6 19
6 27
6 30
6 31
7 5
7 9
7 11
7 22
7 26
8 0
8 13
8 14
8 18
8 20
8 28
8 32
9 29
10 21
Scenario #125:
1 14
1 30
2 22
2 28
2 42
3 6
3 9
3 17
3 34
3 38
4 12
4 29
5 16
5 41
6 5
6 21
6 24
6 35
6 40
7 1
7 3
7 32
7 33
7 37
8 0
8 2
8 36
8 39
9 4
9 10
9 13
9 18
9 23
10 8
10 15
10 20
10 31
11 19
11 25
11 26
12 7
12 11
12 27
Scenario #126:
1 0
1 5
2 1
2 2
2 3
3 4
Scenario #127:
1 14
1 28
2 15
2 23
2 35
3 5
3 6
3 20
4 1
4 7
4 13
4 40
5 27
5 29
5 36
6 0
6 16
6 19
6 21
6 33
7 4
7 38
7 39
8 8
8 9
8 12
8 25
8 31
9 3
9 11
9 22
9 24
9 30
10 2
10 17
10 26
10 34
11 18
11 32
11 37
12 10
Scenario #128:
1 0
1 6
1 7
1 13
2 1
2 11
2 12
2 16
3 5
3 8
3 9
3 15
4 3
4 4
5 2
5 10
5 14
Scenario #129:
1 11
1 12
1 19
2 2
2 3
2 10
2 21
3 15
3 17
3 20
4 1
4 5
4 6
4 9
4 22
5 4
5 7
5 8
5 13
5 16
5 23
6 0
6 14
6 18
Scenario #130:
1 6
1 7
1 8
1 13
2 2
2 4
2 5
2 11
2 12
3 0
3 1
3 9
3 10
3 14
4 3
Scenario #131:
1 0
1 1
1 5
1 11
2 4
2 6
2 9
2 17
3 7
3 8
3 10
3 14
4 3
4 15
4 16
5 12
5 13
6 2
Scenario #132:
1 2
1 9
1 15
2 5
2 10
2 12
3 0
3 3
3 11
4 1
4 8
4 14
5 4
5 6
5 7
5 13
Scenario #133:
1 1
1 4
2 0
2 2
2 3
2 5
Scenario #134:
1 3
1 6
2 5
2 18
2 19
2 22
2 25
3 2
3 8
3 20
3 29
3 30
4 1
4 4
4 13
4 23
4 24
5 7
5 10
5 11
5 12
5 26
6 0
6 16
6 17
6 21
6 28
7 9
7 27
8 14
8 15
Scenario #135:
1 4
1 42
2 7
2 13
2 31
2 45
3 10
3 14
3 17
3 27
3 29
4 1
4 5
4 6
4 15
4 18
4 22
4 38
5 12
5 16
5 19
5 37
5 44
6 9
6 20
6 30
6 33
6 36
6 41
7 0
7 2
7 21
7 24
7 25
7 32
7 43
7 47
8 3
8 28
8 35
8 39
8 40
9 8
9 34
9 46
10 11
10 48
11 23
11 26
Scenario #136:
1 3
1 27
1 36
2 10
2 17
2 18
2 23
3 4
3 8
3 11
4 14
4 15
4 28
4 33
5 6
5 21
5 37
6 19
6 22
6 24
6 25
6 35
7 2
7 7
7 16
7 30
7 31
7 34
7 38
8 0
8 5
8 9
8 13
8 26
8 29
8 32
9 12
9 20
10 1
Scenario #137:
1 9
1 15
1 28
2 5
2 19
2 20
2 22
3 3
3 7
3 23
3 24
4 0
4 8
4 17
4 18
5 1
5 10
5 13
5 29
6 11
6 25
6 26
6 30
6 31
7 2
7 4
7 6
7 12
7 14
8 16
8 27
9 21
Scenario #138:
1 0
1 3
1 14
2 4
2 8
2 9
2 21
2 22
2 23
3 5
3 16
3 17
4 7
4 11
4 12
5 1
5 2
5 13
6 6
6 15
6 19
7 18
8 10
9 20
Scenario #139:
1 0
1 1
1 5
1 8
2 2
2 3
2 4
2 9
3 6
3 7
Scenario #140:
1 7
1 24
2 14
2 26
2 27
3 2
3 17
3 18
4 0
4 11
4 20
4 35
5 6
5 33
5 34
5 39
6 10
6 29
6 36
6 40
7 9
7 19
7 41
7 42
8 5
8 15
8 16
8 22
8 25
8 31
8 37
9 12
9 23
9 28
9 32
10 13
10 21
10 30
10 38
11 1
11 3
11 4
11 8
11 43
Scenario #141:
1 1
1 19
1 22
1 37
2 2
2 26
3 9
3 17
3 23
3 35
4 14
4 15
4 20
4 25
4 32
5 8
5 11
5 18
6 0
6 4
6 6
6 28
6 38
7 3
7 5
7 7
7 13
7 24
7 27
7 29
7 34
7 36
8 10
8 12
8 16
8 30
8 33
9 21
9 31
Scenario #142:
1 10
1 18
1 32
2 8
2 14
2 16
2 24
2 38
3 4
3 5
3 6
3 13
3 21
3 31
3 36
4 1
4 9
4 28
5 22
5 35
6 0
6 11
6 12
6 17
7 15
7 19
7 20
7 30
7 34
7 39
8 2
8 7
8 23
8 27
8 29
9 3
9 33
9 37
9 40
10 25
10 26
Scenario #143:
1 17
1 22
2 4
3 10
3 34
4 3
4 8
4 32
5 7
5 13
5 21
5 26
6 2
6 30
7 6
7 12
7 29
8 14
8 19
8 20
8 25
9 5
9 11
9 16
9 24
9 33
10 1
10 18
10 28
11 0
11 9
11 23
12 15
12 31
13 27
Scenario #144:
1 9
1 13
1 31
2 3
2 16
2 33
2 36
3 10
3 20
3 26
3 30
4 17
4 24
4 25
4 35
4 37
5 4
5 5
5 6
5 7
5 11
5 18
5 19
5 32
6 2
6 12
6 15
6 21
6 23
7 14
8 22
8 27
8 28
9 1
9 29
9 34
10 0
10 8
Scenario #145:
1 0
1 4
1 5
1 11
2 2
2 3
2 7
2 10
3 1
3 8
3 12
4 6
5 9
Scenario #146:
1 0
1 17
1 20
1 39
2 3
2 11
2 13
2 41
3 9
3 16
3 19
3 25
3 38
3 43
4 7
4 23
4 26
4 27
4 42
5 18
5 30
5 33
5 37
6 6
6 8
6 29
6 35
7 12
7 21
7 24
7 32
7 34
8 2
8 10
8 15
8 22
8 36
9 1
9 28
9 31
9 40
10 4
10 5
11 14
Scenario #147:
1 8
1 11
2 3
2 4
2 12
3 2
3 7
4 0
4 10
5 5
5 6
5 9
6 1
Scenario #148:
1 1
1 4
2 0
2 2
2 6
2 8
3 3
3 5
3 7
3 9
Scenario #149:
1 0
1 2
1 4
1 13
2 7
2 11
2 12
2 16
2 21
3 10
3 19
4 17
5 8
5 14
5 18
6 1
6 5
6 9
6 15
6 20
7 3
7 6
Scenario #150:
1 0
1 7
1 11
1 13
2 3
2 4
2 6
3 5
3 9
3 10
3 12
4 2
4 8
4 14
5 1
Scenario #151:
1 72
1 115
2 35
2 157
2 187
3 3
3 161
3 166
4 12
4 86
4 117
4 163
4 176
5 65
5 85
5 100
5 185
6 5
6 10
6 55
6 69
6 70
6 181
7 78
7 90
7 136
7 184
8 51
8 81
8 87
8 96
8 109
8 164
9 1
9 54
9 118
9 129
9 162
9 167
9 192
10 9
10 23
10 24
10 32
10 79
10 82
10 95
10 102
10 113
10 116
10 156
10 172
10 188
11 11
11 16
11 22
11 31
11 34
11 42
11 74
11 88
11 97
11 108
11 111
11 114
11 128
11 143
11 153
11 159
12 4
12 37
12 61
12 77
12 93
12 121
12 122
12 135
13 2
13 17
13 36
13 84
13 98
13 125
14 8
14 19
14 50
14 60
14 63
14 75
14 92
14 126
14 133
14 180
15 25
15 30
15 41
15 99
15 120
15 141
15 144
15 148
15 149
15 160
15 168
15 183
16 47
16 62
16 64
16 73
16 80
16 91
16 123
16 132
16 138
16 151
16 169
16 177
16 186
17 6
17 14
17 66
17 107
17 130
17 145
17 146
17 150
17 152
17 158
17 175
17 189
17 190
18 26
18 40
18 44
18 46
18 48
18 53
18 127
18 131
18 171
18 174
18 191
19 0
19 7
19 18
19 20
19 21
19 28
19 33
19 38
19 56
19 68
19 83
19 105
19 112
19 119
19 155
19 182
19 193
20 13
20 27
20 29
20 43
20 52
20 58
20 94
20 124
20 134
20 137
20 139
20 140
20 154
20 178
21 15
21 39
21 45
21 49
21 71
21 89
21 104
21 142
21 179
22 57
22 76
22 106
22 110
22 147
22 170
22 173
23 59
23 67
23 101
23 103
23 165
Scenario #152:
1 55
1 78
1 146
1 175
1 334
1 387
1 452
1 485
2 22
2 62
2 73
2 199
2 203
2 217
2 248
2 293
2 298
2 499
2 551
2 588
2 636
2 642
3 10
3 37
3 72
3 116
3 272
3 304
3 360
3 384
3 385
3 407
3 469
3 583
3 632
3 669
4 36
4 93
4 155
4 184
4 264
4 356
4 399
4 423
4 448
4 491
4 503
4 546
4 571
4 587
4 612
5 69
5 89
5 120
5 169
5 186
5 221
5 257
5 564
5 581
5 599
5 623
5 625
5 659
5 692
5 715
6 43
6 57
6 100
6 110
6 125
6 226
6 233
6 317
6 381
6 436
6 534
6 540
6 604
6 629
6 712
7 48
7 51
7 82
7 106
7 180
7 201
7 256
7 335
7 344
7 355
7 357
7 368
7 392
7 418
7 428
7 484
7 486
7 506
7 511
7 521
7 547
7 591
7 592
7 691
7 693
7 694
7 717
8 30
8 74
8 133
8 149
8 172
8 185
8 245
8 263
8 266
8 296
8 309
8 316
8 341
8 343
8 349
8 350
8 359
8 397
8 400
8 434
8 464
8 472
8 483
8 549
8 611
8 641
8 643
8 677
8 678
8 704
9 137
9 138
9 160
9 166
9 204
9 214
9 243
9 255
9 260
9 281
9 291
9 322
9 328
9 337
9 351
9 429
9 509
9 523
9 558
9 561
9 602
9 653
9 670
9 682
9 711
10 13
10 29
10 34
10 42
10 50
10 53
10 54
10 76
10 88
10 98
10 99
10 119
10 122
10 130
10 131
10 161
10 181
10 232
10 244
10 346
10 393
10 394
10 412
10 514
10 515
10 568
10 652
10 674
10 675
10 688
10 706
11 1
11 68
11 113
11 129
11 143
11 168
11 170
11 178
11 195
11 210
11 213
11 251
11 372
11 408
11 413
11 421
11 433
11 442
11 443
11 518
11 545
11 554
11 617
11 631
11 658
11 668
11 671
11 681
11 697
11 710
11 713
12 5
12 7
12 84
12 97
12 101
12 164
12 271
12 280
12 290
12 300
12 312
12 326
12 331
12 403
12 404
12 425
12 435
12 437
12 458
12 535
12 555
12 556
12 600
12 630
12 646
12 654
12 660
12 664
12 665
12 672
12 690
12 698
12 701
13 3
13 21
13 47
13 60
13 85
13 87
13 104
13 117
13 132
13 135
13 139
13 145
13 154
13 158
13 190
13 209
13 219
13 238
13 247
13 250
13 262
13 268
13 277
13 286
13 301
13 307
13 365
13 374
13 376
13 379
13 390
13 416
13 440
13 451
13 479
13 494
13 516
13 522
13 533
13 552
13 635
13 695
13 716
14 6
14 59
14 66
14 112
14 141
14 163
14 192
14 206
14 227
14 261
14 269
14 276
14 287
14 306
14 308
14 348
14 363
14 391
14 395
14 396
14 405
14 430
14 500
14 525
14 530
14 559
14 570
14 593
14 603
14 605
14 655
14 689
14 700
15 17
15 23
15 24
15 35
15 96
15 144
15 156
15 167
15 208
15 241
15 270
15 289
15 292
15 352
15 353
15 401
15 415
15 422
15 444
15 445
15 461
15 467
15 474
15 477
15 517
15 562
15 578
15 582
15 594
15 606
15 622
15 633
15 656
15 709
16 32
16 67
16 91
16 108
16 124
16 128
16 148
16 150
16 173
16 179
16 187
16 220
16 230
16 235
16 249
16 279
16 288
16 297
16 302
16 305
16 314
16 318
16 319
16 325
16 330
16 336
16 377
16 378
16 386
16 389
16 402
16 417
16 431
16 460
16 475
16 481
16 497
16 528
16 548
16 580
16 597
16 601
16 626
16 683
16 702
16 707
17 15
17 27
17 49
17 52
17 64
17 71
17 94
17 121
17 157
17 159
17 162
17 191
17 212
17 216
17 223
17 228
17 229
17 242
17 252
17 254
17 283
17 294
17 315
17 320
17 361
17 367
17 371
17 414
17 420
17 432
17 457
17 524
17 543
17 553
17 560
17 566
17 575
17 595
17 624
17 644
17 680
18 9
18 20
18 65
18 70
18 75
18 79
18 80
18 81
18 109
18 153
18 171
18 193
18 207
18 211
18 215
18 218
18 275
18 278
18 284
18 321
18 332
18 362
18 388
18 427
18 447
18 463
18 466
18 468
18 471
18 490
18 519
18 520
18 536
18 538
18 544
18 574
18 586
18 596
18 616
18 620
18 628
18 639
18 650
18 666
18 699
19 8
19 14
19 31
19 77
19 90
19 105
19 115
19 151
19 177
19 183
19 194
19 198
19 202
19 234
19 258
19 285
19 327
19 329
19 333
19 342
19 364
19 370
19 382
19 439
19 455
19 470
19 476
19 502
19 504
19 513
19 563
19 572
19 576
19 589
19 608
19 657
19 661
19 684
19 705
20 0
20 2
20 12
20 44
20 83
20 111
20 123
20 127
20 152
20 189
20 200
20 236
20 240
20 246
20 253
20 303
20 358
20 375
20 410
20 411
20 426
20 446
20 465
20 473
20 478
20 489
20 507
20 510
20 537
20 542
20 550
20 607
20 613
20 634
20 640
20 647
20 648
20 685
20 714
21 16
21 18
21 25
21 39
21 56
21 58
21 86
21 103
21 140
21 142
21 176
21 188
21 222
21 267
21 338
21 347
21 354
21 366
21 438
21 441
21 449
21 454
21 462
21 480
21 487
21 529
21 532
21 539
21 557
21 567
21 590
21 609
21 610
21 614
21 619
21 627
21 645
21 651
21 662
21 667
21 673
22 28
22 41
22 118
22 136
22 147
22 165
22 182
22 196
22 205
22 237
22 282
22 295
22 311
22 324
22 340
22 345
22 373
22 380
22 456
22 459
22 496
22 498
22 508
22 512
22 526
22 565
22 573
22 615
22 621
22 637
22 638
22 649
22 676
22 703
23 4
23 11
23 33
23 40
23 61
23 63
23 126
23 134
23 197
23 224
23 225
23 259
23 274
23 313
23 369
23 453
23 482
23 488
23 493
23 527
23 541
23 569
23 579
23 585
23 598
23 679
24 19
24 92
24 102
24 107
24 174
24 265
24 273
24 339
24 383
24 398
24 409
24 419
24 450
24 495
24 663
24 686
24 708
25 26
25 38
25 45
25 46
25 95
25 114
25 231
25 299
25 310
25 424
25 492
25 501
25 505
25 531
25 577
25 584
25 696
26 239
26 323
26 406
26 687
27 618
Scenario #153:
1 141
1 195
1 311
1 325
1 327
1 427
2 129
2 152
2 280
2 347
2 373
2 437
3 42
3 46
3 64
3 93
3 180
3 196
3 279
3 284
3 387
4 13
4 123
4 127
4 241
4 299
4 309
4 344
4 366
4 411
5 25
5 96
5 114
5 120
5 169
5 172
5 245
5 298
5 317
6 53
6 67
6 102
6 153
6 205
6 265
6 277
6 364
6 369
6 404
6 435
7 51
7 76
7 80
7 84
7 134
7 140
7 154
7 216
7 261
7 355
7 388
7 418
8 5
8 18
8 47
8 72
8 158
8 211
8 238
8 264
8 290
8 305
8 324
8 331
8 434
8 462
9 26
9 29
9 99
9 171
9 204
9 230
9 274
9 357
9 374
9 378
9 381
9 422
10 19
10 61
10 122
10 161
10 179
10 183
10 229
10 326
10 359
10 360
10 415
10 423
10 425
10 466
10 472
11 21
11 52
11 66
11 78
11 128
11 142
11 222
11 223
11 226
11 242
11 254
11 328
11 336
11 341
11 362
11 363
11 385
11 408
12 2
12 91
12 95
12 117
12 147
12 167
12 188
12 201
12 217
12 225
12 237
12 240
12 246
12 308
12 337
12 348
12 352
12 391
12 401
12 432
12 460
13 7
13 81
13 106
13 107
13 109
13 115
13 132
13 150
13 159
13 163
13 176
13 198
13 234
13 236
13 263
13 273
13 315
13 319
13 368
13 431
14 9
14 33
14 36
14 63
14 71
14 74
14 75
14 77
14 184
14 190
14 247
14 318
14 320
14 321
14 323
14 345
14 350
14 356
14 399
14 439
14 445
14 457
14 463
15 23
15 49
15 65
15 133
15 168
15 175
15 199
15 203
15 208
15 259
15 266
15 289
15 379
15 398
15 403
15 414
15 417
15 419
15 420
16 44
16 45
16 86
16 87
16 88
16 103
16 104
16 126
16 137
16 138
16 166
16 170
16 174
16 177
16 202
16 227
16 232
16 255
16 267
16 306
16 335
16 338
16 339
16 354
16 372
16 386
16 390
16 392
16 393
17 27
17 41
17 55
17 59
17 85
17 92
17 98
17 110
17 182
17 185
17 209
17 233
17 256
17 282
17 297
17 330
17 397
17 405
17 409
17 442
17 461
17 471
18 6
18 10
18 11
18 20
18 100
18 101
18 118
18 143
18 146
18 151
18 187
18 192
18 220
18 253
18 260
18 276
18 310
18 365
18 402
18 412
19 16
19 40
19 69
19 70
19 160
19 162
19 165
19 207
19 231
19 243
19 257
19 269
19 270
19 278
19 313
19 314
19 332
19 334
19 342
19 346
19 353
19 384
19 395
19 440
19 444
20 0
20 28
20 31
20 32
20 38
20 48
20 58
20 83
20 131
20 149
20 157
20 164
20 178
20 186
20 194
20 200
20 244
20 268
20 271
20 272
20 294
20 295
20 307
20 312
20 322
20 358
20 361
20 367
20 370
20 380
20 394
20 424
20 430
20 447
20 456
20 473
21 3
21 8
21 14
21 15
21 24
21 30
21 60
21 73
21 90
21 94
21 116
21 135
21 136
21 197
21 215
21 235
21 250
21 251
21 262
21 281
21 288
21 291
21 296
21 333
21 340
21 343
21 351
21 377
21 416
21 446
21 454
21 459
21 475
22 62
22 82
22 97
22 113
22 130
22 193
22 212
22 213
22 228
22 239
22 249
22 286
22 329
22 371
22 396
22 406
22 421
22 436
22 438
22 449
22 452
22 468
23 4
23 50
23 68
23 89
23 111
23 139
23 145
23 189
23 206
23 210
23 248
23 275
23 285
23 300
23 304
23 382
23 389
23 428
23 429
23 451
23 458
23 464
23 465
23 467
23 469
24 1
24 17
24 37
24 79
24 119
24 125
24 144
24 214
24 301
24 303
24 375
24 376
24 400
24 407
24 443
24 474
25 12
25 105
25 112
25 121
25 155
25 181
25 218
25 221
25 252
25 258
25 283
25 302
25 410
25 441
25 448
26 39
26 57
26 108
26 191
26 219
26 287
26 316
26 383
26 413
26 453
27 22
27 54
27 56
27 148
27 173
27 224
27 349
27 426
27 433
27 450
27 470
28 43
28 124
28 156
28 292
28 293
28 455
29 34
29 35
Scenario #154:
1 55
1 81
1 83
1 283
1 459
2 105
2 126
2 196
2 198
2 292
2 334
2 357
2 412
2 474
2 488
3 25
3 101
3 152
3 174
3 194
3 197
3 210
3 390
3 431
3 441
3 475
3 490
3 519
3 536
4 130
4 158
4 182
4 188
4 250
4 289
4 296
4 306
4 352
4 422
4 448
4 504
4 529
4 566
5 5
5 20
5 78
5 133
5 193
5 271
5 277
5 303
5 308
5 331
5 356
5 365
5 424
5 437
5 442
5 567
6 7
6 23
6 31
6 36
6 65
6 84
6 99
6 140
6 175
6 243
6 244
6 264
6 426
6 477
6 503
6 547
6 560
7 43
7 46
7 67
7 96
7 129
7 262
7 320
7 333
7 492
7 528
7 577
8 136
8 145
8 238
8 257
8 291
8 299
8 350
8 363
8 378
8 456
9 107
9 137
9 252
9 393
9 408
9 471
9 548
10 28
10 48
10 76
10 80
10 332
10 353
10 568
11 22
11 157
11 179
11 220
11 281
11 311
11 317
11 318
11 497
11 502
11 514
12 37
12 88
12 103
12 125
12 239
12 263
12 275
12 324
12 336
12 427
12 499
12 505
12 511
12 543
12 545
12 555
13 33
13 69
13 128
13 143
13 164
13 203
13 204
13 205
13 286
13 305
13 351
13 361
13 398
13 414
13 438
13 453
13 470
13 520
13 537
13 552
13 556
13 573
14 3
14 12
14 13
14 26
14 30
14 53
14 94
14 122
14 134
14 166
14 171
14 211
14 272
14 309
14 327
14 328
14 343
14 346
14 360
14 376
14 404
14 419
14 423
14 467
14 506
14 544
14 578
14 579
15 4
15 14
15 45
15 56
15 93
15 98
15 127
15 186
15 209
15 217
15 278
15 301
15 304
15 341
15 345
15 366
15 369
15 375
15 396
15 407
15 429
15 444
15 450
15 451
15 454
15 458
15 487
15 512
15 522
15 525
15 549
15 581
16 24
16 50
16 86
16 113
16 116
16 117
16 141
16 148
16 154
16 165
16 172
16 173
16 190
16 192
16 208
16 240
16 245
16 248
16 254
16 280
16 293
16 298
16 314
16 325
16 338
16 348
16 364
16 374
16 379
16 387
16 418
16 428
16 435
16 445
16 507
16 517
16 563
16 571
17 38
17 63
17 82
17 100
17 138
17 142
17 151
17 181
17 216
17 219
17 224
17 266
17 269
17 270
17 273
17 274
17 288
17 307
17 323
17 354
17 358
17 370
17 372
17 389
17 395
17 410
17 420
17 466
17 494
17 509
17 510
17 523
17 558
17 561
17 564
18 21
18 27
18 32
18 47
18 75
18 112
18 146
18 155
18 189
18 199
18 218
18 221
18 222
18 234
18 258
18 261
18 337
18 339
18 368
18 386
18 392
18 394
18 403
18 411
18 421
18 443
18 483
18 485
18 489
18 493
18 569
19 1
19 72
19 108
19 118
19 124
19 135
19 169
19 180
19 212
19 213
19 236
19 284
19 294
19 355
19 371
19 373
19 384
19 417
19 449
19 457
19 476
19 480
19 498
19 527
19 570
20 34
20 42
20 60
20 62
20 87
20 97
20 114
20 139
20 144
20 163
20 176
20 231
20 232
20 326
20 329
20 344
20 367
20 377
20 432
20 436
20 455
20 484
20 486
20 524
20 551
21 17
21 39
21 71
21 85
21 90
21 104
21 106
21 120
21 123
21 147
21 183
21 215
21 226
21 230
21 233
21 237
21 246
21 251
21 259
21 297
21 362
21 382
21 399
21 402
21 409
21 415
21 430
21 433
21 446
21 463
21 472
21 482
21 500
21 526
21 535
21 546
21 574
22 15
22 19
22 35
22 40
22 57
22 58
22 92
22 119
22 131
22 162
22 167
22 170
22 185
22 201
22 225
22 247
22 253
22 256
22 268
22 330
22 385
22 401
22 406
22 413
22 425
22 447
22 481
22 491
22 530
22 532
22 540
22 559
23 2
23 16
23 44
23 59
23 77
23 91
23 109
23 159
23 177
23 184
23 191
23 195
23 200
23 207
23 223
23 241
23 260
23 282
23 290
23 310
23 313
23 335
23 381
23 400
23 462
23 465
23 496
23 501
23 531
23 572
23 576
23 580
24 6
24 11
24 18
24 29
24 51
24 52
24 70
24 74
24 110
24 160
24 202
24 206
24 276
24 285
24 295
24 302
24 312
24 319
24 359
24 397
24 405
24 469
24 473
24 495
24 508
24 513
24 515
24 516
24 518
24 521
24 534
24 554
24 562
24 565
25 10
25 41
25 49
25 61
25 64
25 66
25 102
25 115
25 153
25 161
25 168
25 187
25 227
25 235
25 265
25 287
25 315
25 347
25 349
25 391
25 416
25 434
25 439
25 440
25 452
25 478
25 533
25 541
25 542
25 557
26 8
26 9
26 68
26 73
26 79
26 95
26 111
26 132
26 150
26 178
26 267
26 300
26 316
26 322
26 380
26 383
26 460
26 461
26 538
26 550
26 553
26 575
27 54
27 149
27 156
27 229
27 242
27 249
27 255
27 279
27 321
27 388
27 464
27 479
27 539
28 0
28 121
28 214
28 228
29 340
29 342
29 468
30 89
Scenario #155:
1 7
1 18
2 2
2 9
2 13
2 22
3 6
3 8
3 16
3 17
4 1
4 15
4 20
4 21
4 23
5 3
5 5
5 10
5 12
5 24
6 0
6 4
6 19
7 11
7 14
Scenario #156:
1 45
1 144
1 172
1 204
2 43
2 108
2 251
2 264
3 106
3 133
3 135
3 142
3 226
3 234
4 47
4 48
4 75
4 163
4 252
5 64
5 111
5 157
5 191
5 262
6 61
6 221
7 32
7 99
7 208
8 21
8 56
8 158
8 161
8 188
8 199
8 201
8 237
8 266
8 273
9 12
9 23
9 58
9 79
9 88
9 120
9 159
9 190
9 222
9 248
9 267
9 269
10 2
10 10
10 19
10 29
10 67
10 90
10 107
10 134
10 195
10 227
10 232
10 272
11 5
11 20
11 39
11 41
11 55
11 92
11 102
11 104
11 136
11 149
11 155
11 212
11 219
11 259
11 276
12 0
12 13
12 15
12 18
12 27
12 33
12 46
12 72
12 77
12 81
12 85
12 117
12 119
12 125
12 129
12 171
12 184
12 207
12 249
12 256
13 11
13 80
13 93
13 127
13 132
13 143
13 166
13 168
13 179
13 205
13 213
13 218
13 235
13 239
13 258
14 34
14 37
14 44
14 78
14 82
14 115
14 118
14 154
14 178
14 181
14 183
14 210
14 214
14 217
14 229
14 236
14 242
14 245
14 274
15 42
15 54
15 60
15 73
15 74
15 105
15 109
15 112
15 147
15 151
15 156
15 174
15 185
15 193
15 209
15 215
15 220
15 233
15 253
15 265
16 16
16 35
16 40
16 57
16 62
16 83
16 101
16 128
16 130
16 152
16 160
16 162
16 170
16 175
16 247
16 255
16 260
16 268
16 270
17 24
17 26
17 30
17 65
17 86
17 124
17 138
17 139
17 148
17 153
17 167
17 211
17 228
17 240
17 246
18 1
18 36
18 59
18 70
18 87
18 91
18 113
18 122
18 140
18 169
18 177
18 182
18 186
18 189
18 223
18 224
18 230
18 241
19 6
19 9
19 28
19 69
19 94
19 110
19 137
19 145
19 164
19 173
19 180
19 275
20 4
20 25
20 31
20 98
20 100
20 114
20 121
20 126
20 197
20 203
20 216
20 238
20 261
20 263
21 3
21 22
21 38
21 50
21 51
21 52
21 63
21 95
21 96
21 103
21 165
21 194
21 206
21 250
21 271
22 14
22 17
22 53
22 89
22 97
22 123
22 131
22 141
22 187
22 192
22 196
22 200
22 202
22 244
22 254
23 7
23 71
23 76
23 116
23 146
23 150
23 176
23 198
23 225
23 231
23 243
23 257
24 8
24 49
24 66
24 68
24 84
Scenario #157:
1 104
1 189
2 3
2 9
2 162
3 5
3 143
4 75
4 151
4 153
5 27
5 71
5 124
5 132
6 8
6 86
6 116
7 14
7 28
7 49
8 10
8 50
9 11
9 46
9 62
9 118
10 2
10 21
10 37
10 72
10 110
10 111
10 138
11 18
11 67
11 149
11 167
11 192
12 1
12 84
12 164
12 173
12 193
12 194
12 195
13 20
13 107
13 142
13 176
13 180
14 45
14 53
14 112
14 154
14 159
15 15
15 40
15 43
15 44
15 77
15 120
15 136
16 4
16 16
16 55
16 66
16 82
16 122
16 197
17 42
17 47
17 152
17 185
18 0
18 24
18 51
18 52
18 89
18 90
18 96
18 187
19 7
19 30
19 91
19 94
19 126
19 130
19 137
19 148
19 170
19 191
20 41
20 78
20 100
20 102
20 127
20 131
20 135
20 147
20 175
21 57
21 60
21 61
21 68
21 103
21 109
21 125
22 23
22 54
22 76
22 80
22 95
22 141
22 145
22 181
23 25
23 36
23 38
23 63
23 70
23 81
23 83
23 105
23 115
23 128
23 129
23 157
23 160
24 22
24 29
24 32
24 34
24 35
24 39
24 48
24 56
24 69
24 87
24 93
24 119
24 121
24 140
24 161
24 174
24 179
24 184
24 186
24 190
25 17
25 31
25 59
25 79
25 85
25 99
25 123
25 133
25 139
25 146
25 158
25 165
25 172
26 12
26 13
26 26
26 73
26 92
26 98
26 106
26 113
26 144
26 155
26 163
26 166
26 169
26 182
26 188
26 198
27 6
27 19
27 33
27 64
27 88
27 101
27 114
27 134
27 150
27 178
27 183
28 58
28 74
28 97
28 156
28 168
28 177
28 196
29 117
29 171
30 65
31 108
Scenario #158:
1 68
1 164
1 311
2 37
2 298
2 327
3 63
3 215
3 274
3 281
3 335
3 437
4 27
4 36
4 67
4 339
4 406
4 419
4 469
5 41
5 79
5 206
5 386
5 410
6 40
6 247
6 262
6 308
6 331
6 343
6 390
7 129
7 226
7 259
7 407
7 408
8 74
8 144
8 192
8 199
8 234
8 256
8 357
8 359
8 424
8 452
8 455
8 460
9 28
9 58
9 77
9 82
